scheme_id,rule_id,section,attribute,operator,normalized_value,evidence_text
S001,S001-E004,Eligibility,study_field,==,Social Sciences,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E005,Eligibility,study_mode,==,Regular full-time,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E006,Eligibility,country_of_institution,==,India,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E007,Eligibility,age_general,<=,40,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E008,Eligibility,age_reserved,<=,45,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E009,Eligibility,phd_mode,!=,Distance education,"1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S001,S001-E010,Eligibility,institution_eligibility,IN,"UGC 2(f)/12(b),eligible deemed universities,Central/State funded,Institutes of National Importance","1\. Any single girl child of her parents pursuing a Ph.D. in Social Sciences in Universities/Colleges/ Institutes is eligible to apply under the scheme. In a family, if one son and one daughter are available then the girl child will not be considered for fellowship under the scheme.
2\. The scheme is applicable to such a single girl child who has registered herself in regular, full-time Ph. D. program in Social Sciences in Indian Universities/Colleges/Institutes as indicated below:
- Universities/Colleges/Institutes included under section 2(f) and 12(b) of UGC Act, 1956.
- Deemed to be Universities under section 3 of the UGC Act 1956 which are eligible to receive grants in aid from UGC.
- Universities/Colleges/Institutes funded by Central/ State Govt.
- Institutes of National Importance.
3\. Admission to Ph.D. Course in Distance education mode is not covered under the scheme.
4\. Girl students up to the age of 40 years for the general category and 45 years for the reserved categories i.e. SC/ST/OBC and PWD (Persons with Disabilities) as on the last date of submission of online application are eligible.
5\. Transgender candidates are eligible to apply under the scheme as per the norms."
S002,S002-E001,Eligibility,gender,==,transgender,"1\.	Applicant should be Transgender.
2\.	Applicant should be a resident of Kerala.
3\.	Applicant should be a student and studying in State Government/ Government aided/ Self Financing schools/colleges.
4\.	The applicant should be studying in 7th Class to Diploma/Degree/PG Level.
5\.	There is no income limit."
S002,S002-E002,Eligibility,state,==,Kerala,"1\.	Applicant should be Transgender.
2\.	Applicant should be a resident of Kerala.
3\.	Applicant should be a student and studying in State Government/ Government aided/ Self Financing schools/colleges.
4\.	The applicant should be studying in 7th Class to Diploma/Degree/PG Level.
5\.	There is no income limit."
S002,S002-E003,Eligibility,student_status,==,Student,"1\.	Applicant should be Transgender.
2\.	Applicant should be a resident of Kerala.
3\.	Applicant should be a student and studying in State Government/ Government aided/ Self Financing schools/colleges.
4\.	The applicant should be studying in 7th Class to Diploma/Degree/PG Level.
5\.	There is no income limit."
S002,S002-E004,Eligibility,education_level,IN,Class 7 to Diploma/Degree/PG,"1\.	Applicant should be Transgender.
2\.	Applicant should be a resident of Kerala.
3\.	Applicant should be a student and studying in State Government/ Government aided/ Self Financing schools/colleges.
4\.	The applicant should be studying in 7th Class to Diploma/Degree/PG Level.
5\.	There is no income limit."
S002,S002-E005,Eligibility,income_limit,NO_LIMIT,No income limit,"1\.	Applicant should be Transgender.
2\.	Applicant should be a resident of Kerala.
3\.	Applicant should be a student and studying in State Government/ Government aided/ Self Financing schools/colleges.
4\.	The applicant should be studying in 7th Class to Diploma/Degree/PG Level.
5\.	There is no income limit."
S003,S003-E001,Eligibility,citizenship,==,Indian citizen,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E002,Eligibility,social_category,IN,"SC,ST","1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E003,Eligibility,education_level,==,Undergraduate,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E004,Eligibility,study_field,==,Agriculture and Allied Sciences,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E005,Eligibility,institution_type,==,Agricultural University,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E006,Eligibility,other_scholarship,==,Not availing,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S003,S003-E007,Eligibility,part_time_employment,==,Not permitted,"1. The applicant must be a citizen of India.
2. The applicant must belong to Scheduled Castes / Scheduled Tribes communities as defined by the Government of India.
3. Only those students who have been admitted in Agricultural Universities in any of the undergraduate degree programmes of Agriculture & Allied Sciences will be eligible for this scholarship.
***General Condition:***
(a) The student who accepts this scholarship will not be permitted to avail any other scholarship / concession provided by any other agencies nor permitted to accept any part-time employment.
(b) Termination of Scholarship: The scholarship will be terminated without notice
(i) from the date the scholar debases to be on the roll of the institution or on the date of expiry of the sanction of the scholarship which ever is earlier. The scholarship can also be terminated without notice at any time if in the opinion of the institution and the Council the scholar is found to be negligent in his/her studies or is guilty of misconduct;
(ii) if the scholar is dropped by the institution due to peer performance."
S004,S004-E001,Eligibility,citizenship,==,Indian,"1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E002,Eligibility,state,==,Maharashtra,"1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E003,Eligibility,social_category,IN,"Open/Unreserved,reserved-category applying from open category","1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E004,Eligibility,annual_family_income,<,800000,"1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E005,Eligibility,education_level,IN,"PG,Diploma after Graduation,PhD","1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E006,Eligibility,foreign_institution_ranking,<=,200,"1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S004,S004-E007,Eligibility,offer_letter,==,Unconditional,"1. The candidate and the candidate's mother/father or guardian should be citizens of India and residents of the state of Maharashtra.
2. This scheme is applicable to the students from the open/unreserved category.
3. Students from the reserved category who wish to apply from the open category are eligible to apply for the scholarships.
4. For PG, Diploma after Graduation and Ph.D courses from a foreign educational institution, THE (Times Higher Education) / or QS (Quacquarelli Symonds) Ranking must be within 200.
5. Unconditional Offer Letter from the educational institution of abroad.
6. Annual family income should be less than ₹ 8,00,000/-.
7. The following seats are available for the said scholarship branch / course-wise:
02
| **Sl. No.Branch/CoursePost Graduate Degree and Post Graduate DiplomaDoctorateTotal** |            |    |    |    |
| ------------------------------------------------------------------------------------ | ---------- | -- | -- | -- |
| 1                                                                                    | Art        | 01 | 01 | 02 |
| 2                                                                                    | Commerce   | 01 | 01 | 02 |
| 3                                                                                    | Science    | 01 | 01 | 02 |
| 4                                                                                    | Management | 01 | 01 | 02 |
| 5                                                                                    | Law Course | 01 | 01 |    |
| 6Engineering/ Architecture Science040408 |              |    |    |    |
| ---------------------------------------- | ------------ | -- | -- | -- |
| 7                                        | Pharmacology | 01 | 01 | 02 |
| ﻿<br>                                    | Total        | 10 | 10 | 20 |"
S005,S005-E001,Eligibility,gender,==,female,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E002,Eligibility,social_category,==,Saharia tribe,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E003,Eligibility,district,==,Baran,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E004,Eligibility,state,==,Rajasthan,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E005,Eligibility,school_type,==,Government school,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E006,Eligibility,school_class,RANGE,11-12,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E007,Eligibility,parent_income_taxpayer,==,No,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E008,Eligibility,government_hostel_resident,==,No,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S005,S005-E009,Eligibility,required_cards,==,Vaidya Bhamashah and Aadhaar,"1. The girl student should belong to the Saharia tribe of the Baran district of Rajasthan.
2. The girl child should be studying regularly in a government school.
3. The mother/father/guardian/guardian of the student should not be an income taxpayer.
4. The girl students, who are studying in residential schools/ashram hostels run by the government, they will not be entitled.
5. Vaidya Bhamashah card and Aadhaar should be there.
6. Students should be a native of Rajasthan."
S039,S039-E001,Eligibility,gender,==,female,"1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S039,S039-E002,Eligibility,social_category,IN,"VJNT,SBC","1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S039,S039-E003,Eligibility,school_class,RANGE,8-10,"1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S039,S039-E004,Eligibility,state,==,Maharashtra,"1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S039,S039-E005,Eligibility,income_limit,NO_LIMIT,No income limit,"1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S039,S039-E006,Eligibility,marks_requirement,NO_LIMIT,No marks limit,"1. Girl Student should belong to V.J.N.T. or S.B.C category.
2. Girl Student should be studying in 8th to 10th Standard.
3. No income limit and there will be no limit of marks."
S007,S007-E001,Eligibility,citizenship,==,Indian National,"1\.   The applicant should be an Indian National.
2\.   The applicant should be any one of the following -:
- Students in Post Graduate Courses — MBA (Finance), Law Students in 4th/5th Year of a five-year stream with consistent and excellent academic records/fresh graduates with excellent academic records possessing a first-class graduation degree;
- Students pursuing post-graduation with a high second-class graduation degree (with at least 55% marks/students pursuing Masters/Research Courses in Economics/Finance/Management/Law at the National School of Economics/Law / Computer Forensics from recognized universities in India and Abroad.
- Students pursuing final year or the equivalent of ICAI, ICAI(CMA), ICSI/Central Universities/AICTE recognized financial/Economic Institutions/recognized National Management Institutes/Foreign Universities and Institutions of Excellence.
3\.  In the case of Graduate Applicants, the applicant should have secured First Class Degree in Graduation."
